,y_test,y_pred
2739,First Class,First Class
2740,Standard Class,Standard Class
2741,First Class,First Class
2742,Standard Class,Standard Class
2743,Standard Class,Standard Class
2744,Standard Class,Standard Class
2745,Standard Class,Standard Class
2746,First Class,First Class
2747,Standard Class,Standard Class
2748,Standard Class,Standard Class
2749,Standard Class,Standard Class
2750,Second Class,Second Class
2751,Second Class,First Class
2752,Standard Class,Standard Class
2753,First Class,Standard Class
2754,Standard Class,Standard Class
2755,Standard Class,Standard Class
2756,Standard Class,Standard Class
2757,Standard Class,Standard Class
2758,Standard Class,Standard Class
2759,Standard Class,Standard Class
2760,Standard Class,Standard Class
2761,Standard Class,Standard Class
2762,Same Day,Same Day
2763,Standard Class,Standard Class
2764,Standard Class,Standard Class
2765,Second Class,Second Class
2766,Same Day,Standard Class
2767,Standard Class,Standard Class
2768,Second Class,Second Class
2769,Standard Class,Standard Class
2770,Second Class,Standard Class
2771,Standard Class,Standard Class
2772,Standard Class,Standard Class
2773,Standard Class,Standard Class
2774,Standard Class,Standard Class
2775,Standard Class,Standard Class
2776,Same Day,First Class
2777,Standard Class,First Class
2778,Second Class,First Class
2779,First Class,First Class
2780,Standard Class,Standard Class
2781,Second Class,Standard Class
2782,Standard Class,Standard Class
2783,Standard Class,Standard Class
2784,Standard Class,Standard Class
2785,Standard Class,Standard Class
2786,Standard Class,Standard Class
2787,First Class,First Class
2788,Standard Class,Standard Class
2789,First Class,Standard Class
2790,First Class,Standard Class
2791,First Class,Standard Class
2792,Second Class,Second Class
2793,Standard Class,Standard Class
2794,Second Class,Standard Class
2795,Same Day,First Class
2796,First Class,Second Class
2797,Second Class,First Class
2798,Standard Class,Standard Class
2799,Standard Class,Standard Class
2800,Standard Class,Standard Class
2801,Standard Class,Standard Class
2802,Second Class,Second Class
2803,Standard Class,First Class
2804,Standard Class,Standard Class
2805,First Class,Second Class
2806,Standard Class,Standard Class
2807,Standard Class,Standard Class
2808,First Class,First Class
2809,Standard Class,Standard Class
2810,First Class,Standard Class
2811,Second Class,Standard Class
2812,Standard Class,Standard Class
2813,First Class,Standard Class
2814,Standard Class,First Class
2815,Second Class,Second Class
2816,Standard Class,Standard Class
2817,Standard Class,Standard Class
2818,First Class,Standard Class
2819,Second Class,Standard Class
2820,Standard Class,Standard Class
2821,Standard Class,Standard Class
2822,Second Class,Standard Class
2823,Standard Class,Standard Class
2824,Standard Class,Standard Class
2825,Standard Class,Standard Class
2826,Standard Class,Standard Class
2827,Standard Class,Standard Class
2828,Standard Class,Standard Class
2829,Standard Class,Standard Class
2830,Standard Class,Standard Class
2831,Second Class,Standard Class
2832,Standard Class,Standard Class
2833,Standard Class,Standard Class
2834,Standard Class,Standard Class
2835,First Class,Standard Class
2836,Standard Class,Standard Class
2837,Same Day,Standard Class
2838,Second Class,Standard Class
2839,Same Day,First Class
2840,Standard Class,Standard Class
2841,First Class,First Class
2842,Standard Class,Standard Class
2843,Second Class,Second Class
2844,Standard Class,Standard Class
2845,Standard Class,Standard Class
2846,Second Class,Standard Class
2847,Standard Class,Standard Class
2848,Standard Class,Standard Class
2849,First Class,Second Class
2850,Standard Class,Standard Class
2851,Second Class,Standard Class
2852,Standard Class,Standard Class
2853,Same Day,Standard Class
2854,Standard Class,Standard Class
2855,Standard Class,Standard Class
2856,Second Class,Standard Class
2857,Standard Class,Standard Class
2858,Second Class,Second Class
2859,Standard Class,Standard Class
2860,Standard Class,Standard Class
2861,Standard Class,Standard Class
2862,Standard Class,Standard Class
2863,Second Class,Second Class
2864,First Class,First Class
2865,Standard Class,Standard Class
2866,Standard Class,Standard Class
2867,Standard Class,Standard Class
2868,First Class,Standard Class
2869,Standard Class,Standard Class
2870,Second Class,Standard Class
2871,Standard Class,Standard Class
2872,Standard Class,Standard Class
2873,Standard Class,Standard Class
2874,Standard Class,Standard Class
2875,Same Day,Standard Class
2876,Standard Class,Standard Class
2877,Second Class,Standard Class
2878,Standard Class,Standard Class
2879,Standard Class,Standard Class
2880,Standard Class,Standard Class
2881,Standard Class,Standard Class
2882,Standard Class,Standard Class
2883,Second Class,Standard Class
2884,Standard Class,Standard Class
2885,Second Class,Standard Class
2886,Second Class,First Class
2887,Standard Class,Standard Class
2888,Standard Class,Standard Class
2889,First Class,First Class
2890,Standard Class,Standard Class
2891,Standard Class,Standard Class
2892,Same Day,Standard Class
2893,Standard Class,Standard Class
2894,Standard Class,Standard Class
2895,Standard Class,Standard Class
2896,Standard Class,Standard Class
2897,First Class,Standard Class
2898,First Class,First Class
2899,Standard Class,Standard Class
2900,Standard Class,Standard Class
2901,Standard Class,Standard Class
2902,Standard Class,Standard Class
2903,Same Day,Standard Class
2904,Standard Class,Standard Class
2905,Standard Class,Standard Class
2906,Standard Class,Standard Class
2907,Standard Class,Standard Class
2908,Standard Class,Standard Class
2909,Second Class,Second Class
2910,First Class,Same Day
2911,Second Class,Standard Class
2912,First Class,First Class
2913,Standard Class,Standard Class
2914,Standard Class,Standard Class
2915,Standard Class,Standard Class
2916,Standard Class,Standard Class
2917,Second Class,Standard Class
2918,Standard Class,Standard Class
2919,First Class,Same Day
2920,Standard Class,Standard Class
2921,Standard Class,Standard Class
2922,Standard Class,Standard Class
2923,First Class,First Class
2924,Standard Class,Standard Class
2925,Standard Class,Standard Class
2926,First Class,First Class
2927,Standard Class,Standard Class
2928,First Class,Second Class
2929,Standard Class,Standard Class
2930,Standard Class,Standard Class
2931,Second Class,Second Class
2932,Second Class,Second Class
2933,Standard Class,Standard Class
2934,Second Class,Standard Class
2935,First Class,Standard Class
2936,Standard Class,Standard Class
2937,Standard Class,First Class
2938,Standard Class,Standard Class
2939,Same Day,Standard Class
2940,Standard Class,Standard Class
2941,Standard Class,Standard Class
2942,Second Class,Second Class
2943,Standard Class,Standard Class
2944,Same Day,Same Day
2945,Standard Class,Standard Class
2946,Standard Class,Standard Class
2947,Standard Class,Standard Class
2948,Standard Class,Standard Class
2949,Standard Class,Standard Class
2950,Standard Class,Standard Class
2951,Same Day,Standard Class
2952,Standard Class,Standard Class
2953,Standard Class,Standard Class
2954,First Class,Standard Class
2955,Standard Class,Standard Class
2956,First Class,First Class
2957,Standard Class,Standard Class
2958,Standard Class,Standard Class
2959,Standard Class,Standard Class
2960,Same Day,First Class
2961,Standard Class,Standard Class
2962,First Class,Standard Class
2963,Standard Class,Second Class
2964,First Class,First Class
2965,First Class,Standard Class
2966,Standard Class,Standard Class
2967,Standard Class,Standard Class
2968,Second Class,Standard Class
2969,Same Day,Second Class
2970,Standard Class,Standard Class
2971,Standard Class,Standard Class
2972,Same Day,First Class
2973,Second Class,Second Class
2974,Second Class,Second Class
2975,Second Class,Standard Class
2976,Standard Class,Standard Class
2977,Standard Class,Standard Class
2978,Standard Class,Standard Class
2979,Standard Class,Standard Class
2980,Standard Class,Standard Class
2981,Standard Class,Standard Class
2982,Standard Class,Standard Class
2983,First Class,First Class
2984,Standard Class,Standard Class
2985,First Class,Standard Class
2986,Standard Class,Standard Class
2987,Standard Class,Standard Class
2988,Standard Class,Standard Class
2989,Standard Class,First Class
2990,Standard Class,Standard Class
2991,Same Day,Same Day
2992,Standard Class,Standard Class
2993,Standard Class,Standard Class
2994,Standard Class,Standard Class
2995,Standard Class,Standard Class
2996,Standard Class,Standard Class
2997,Standard Class,Standard Class
2998,Standard Class,Standard Class
2999,Second Class,Second Class
3000,Standard Class,Standard Class
3001,Second Class,Standard Class
3002,Standard Class,Standard Class
3003,Standard Class,Standard Class
3004,Standard Class,Standard Class
3005,Standard Class,Standard Class
3006,First Class,First Class
3007,Standard Class,Standard Class
3008,Standard Class,Standard Class
3009,Standard Class,Standard Class
3010,Second Class,Second Class
3011,Standard Class,Standard Class
3012,Standard Class,Standard Class
3013,First Class,First Class
3014,Standard Class,Standard Class
3015,Standard Class,Standard Class
3016,Standard Class,Standard Class
3017,Second Class,Standard Class
3018,Same Day,First Class
3019,Same Day,Same Day
3020,First Class,Standard Class
3021,Standard Class,Standard Class
3022,Standard Class,Standard Class
3023,Second Class,Second Class
3024,Standard Class,Standard Class
3025,Standard Class,Standard Class
3026,Standard Class,Standard Class
3027,Standard Class,Standard Class
3028,Second Class,First Class
3029,First Class,First Class
3030,Standard Class,Standard Class
3031,Standard Class,Standard Class
3032,Standard Class,Standard Class
3033,Second Class,Standard Class
3034,Standard Class,Standard Class
3035,Standard Class,Standard Class
3036,Standard Class,Standard Class
3037,Second Class,Second Class
3038,Standard Class,Standard Class
3039,Second Class,Standard Class
3040,Second Class,Second Class
3041,Standard Class,Standard Class
3042,Standard Class,Standard Class
3043,Second Class,Standard Class
3044,First Class,First Class
3045,Standard Class,Standard Class
3046,Standard Class,Standard Class
3047,Second Class,Standard Class
3048,Standard Class,Standard Class
3049,Standard Class,Standard Class
3050,Standard Class,Standard Class
3051,Standard Class,Standard Class
3052,Standard Class,Standard Class
3053,Standard Class,Standard Class
3054,Second Class,Standard Class
3055,Standard Class,Standard Class
3056,Standard Class,Standard Class
3057,Standard Class,Standard Class
3058,Standard Class,Standard Class
3059,Standard Class,Standard Class
3060,Standard Class,Standard Class
3061,Standard Class,Standard Class
3062,Standard Class,Standard Class
3063,Standard Class,Standard Class
3064,Standard Class,Standard Class
3065,Standard Class,Standard Class
3066,Standard Class,Standard Class
3067,Standard Class,Standard Class
3068,Standard Class,Standard Class
3069,Standard Class,Second Class
3070,Same Day,Standard Class
3071,Standard Class,Standard Class
3072,First Class,First Class
3073,Standard Class,Standard Class
3074,Second Class,Second Class
3075,Standard Class,Standard Class
3076,Standard Class,Standard Class
3077,Standard Class,Standard Class
3078,Standard Class,Standard Class
3079,Standard Class,Standard Class
3080,First Class,First Class
3081,First Class,First Class
3082,Standard Class,Standard Class
3083,Second Class,Standard Class
3084,Standard Class,Standard Class
3085,Second Class,Second Class
3086,Standard Class,Standard Class
3087,Standard Class,Standard Class
3088,Standard Class,Standard Class
3089,Standard Class,Second Class
3090,Second Class,Second Class
3091,Standard Class,Standard Class
3092,Standard Class,Standard Class
3093,First Class,First Class
3094,Standard Class,Standard Class
3095,First Class,First Class
3096,Standard Class,Standard Class
3097,Standard Class,Standard Class
3098,Same Day,Standard Class
3099,Standard Class,Standard Class
3100,Standard Class,Standard Class
3101,First Class,First Class
3102,Standard Class,Standard Class
